"","date","ATMP","WTMP"
"5481",2003-06-13,28,29
"5482",2003-06-14,28.3,29
"5483",2003-06-15,27.9,29.1
"5484",2003-06-16,28,29
"5485",2003-06-17,26.9,29.1
"5486",2003-06-18,27.8,28.7
"5487",2003-06-19,28.3,28.9
"5488",2003-06-20,28.6,29
"5489",2003-06-21,28.5,29.2
"5490",2003-06-22,27.8,29.1
"5491",2003-06-23,27.3,29.1
"5492",2003-06-24,26.8,29.1
"5493",2003-06-25,25.2,29
"5494",2003-06-26,25.5,29
"5495",2003-06-27,26.5,29
"5496",2003-06-28,26.6,28.9
"5497",2003-06-29,28.6,29.1
"5498",2003-06-30,28.4,29
"5499",2003-07-01,28.2,28.9
"5500",2003-07-02,28.2,28.6
"5501",2003-07-03,28.2,28.7
"5502",2003-07-04,28.4,28.7
"5503",2003-07-05,27.8,28.7
"5504",2003-07-06,28.4,28.7
"5505",2003-07-07,28.3,28.7
"5506",2003-07-08,28.4,28.8
"5507",2003-07-09,28.1,28.9
"5508",2003-07-10,28.4,29
"5509",2003-07-11,28.5,29
"5510",2003-07-12,28.5,28.9
"5511",2003-07-13,27.8,28.9
"5512",2003-07-14,27.5,28.9
"5513",2003-07-15,28.5,29
"5514",2003-07-16,28.6,29.3
"5515",2003-07-17,27.7,29.4
"5516",2003-07-18,27.7,29.2
"5517",2003-07-19,28.1,29.4
"5518",2003-07-20,28.5,29.1
"5519",2003-07-21,28.8,29.3
"5520",2003-07-22,29.1,29.4
"5521",2003-07-23,28.9,29.2
"5522",2003-07-24,26.6,29.3
"5523",2003-07-25,28.5,28.9
"5524",2003-07-26,28.6,29.1
"5525",2003-07-27,28.4,29.5
"5526",2003-07-28,27.9,29.3
"5527",2003-07-29,28.4,29.5
"5528",2003-07-30,28.3,29.4
"5529",2003-07-31,28.8,29.8
"5530",2003-08-01,28.3,29.8
"5531",2003-08-02,28.5,29.8
"5532",2003-08-03,28.7,29.9
"5533",2003-08-04,28.7,29.8
"5534",2003-08-05,28.6,30
"5535",2003-08-06,26.5,29.9
"5536",2003-08-07,28.7,30
"5537",2003-08-08,29.2,30
"5538",2003-08-09,29.2,30.1
"5539",2003-08-10,28.9,30.2
"5540",2003-08-11,29.1,30.4
"5541",2003-08-12,27.7,30.5
"5542",2003-08-13,29.1,30.5
"5543",2003-08-14,27.7,30.1
"5544",2003-08-15,28.9,29.9
"5545",2003-08-16,28.6,30
"5546",2003-08-17,27.3,30
"5547",2003-08-18,28.5,30
"5548",2003-08-19,28.8,30.3
"5549",2003-08-20,27.6,29.8
"5550",2003-08-21,28.1,29.5
"5551",2003-08-22,27.2,29.7
"5552",2003-08-23,29,29.8
"5553",2003-08-24,28.9,30.1
"5554",2003-08-25,29.2,30
"5555",2003-08-26,29,30
"5556",2003-08-27,28.8,29.8
"5557",2003-08-28,26.5,29.8
"5558",2003-08-29,28.4,29.5
"5559",2003-08-30,27.3,29.5
"5560",2003-08-31,28.7,29.4
"5561",2003-09-01,28.3,29.4
"5562",2003-09-02,28.1,29.4
"5563",2003-09-03,28.6,29.5
"5564",2003-09-04,28.5,29.2
"5565",2003-09-05,28.5,29.4
"5566",2003-09-06,28.9,29.2
"5567",2003-09-07,28.3,28.3
"5568",2003-09-08,28.7,28.2
"5569",2003-09-09,27.2,27.6
"5570",2003-09-10,28.3,29.4
"5571",2003-09-11,28.2,29.3
"5572",2003-09-12,27.6,29.3
"5573",2003-09-13,28.9,29.5
"5574",2003-09-14,28.3,29.5
"5575",2003-09-15,27.4,29.4
"5576",2003-09-16,26.2,29.3
"5577",2003-09-17,26.1,29.3
"5578",2003-09-18,27,29.6
"5579",2003-09-19,29,29.6
"5580",2003-09-20,28.7,29.6
"5581",2003-09-21,28.8,29.5
"5582",2003-09-22,28.4,29.4
"5583",2003-09-23,27.7,29.7
"5584",2003-09-24,28.1,29.6
"5585",2003-09-25,28,29.6
"5586",2003-09-26,28,29.4
"5587",2003-09-27,28.3,29.2
"5588",2003-09-28,28,29.4
"5589",2003-09-29,27.5,29.5
"5590",2003-09-30,28.1,29
"5591",2003-10-01,27.4,29.5
"5592",2003-10-02,25.4,29.3
"5593",2003-10-03,25.1,29.3
"5594",2003-10-04,27,29.4
"5595",2003-10-05,27.9,29
"5596",2003-10-06,27.9,28.8
"5597",2003-10-07,27.7,28.3
"5598",2003-10-08,27.8,28.9
"5599",2003-10-09,26.6,28.9
"5600",2003-10-10,26.4,28.7
"5601",2003-10-11,27.8,28.9
"5602",2003-10-12,27.7,28.9
"5603",2003-10-13,28.5,29.2
"5604",2003-10-14,28,29
"5605",2003-10-15,27.1,29
"5606",2003-10-16,26.4,28.3
"5607",2003-10-17,27.3,28.6
"5608",2003-10-18,24.8,28.3
"5609",2003-10-19,24.8,28.1
"5610",2003-10-20,25.7,28.2
"5611",2003-10-21,25.8,28.2
"5612",2003-10-22,24.1,28.3
"5613",2003-10-23,25.4,27.8
"5614",2003-10-24,27.2,27.8
"5615",2003-10-25,27.2,27.9
"5616",2003-10-26,26.9,27.8
"5617",2003-10-27,27,27.5
"5618",2003-10-28,27.2,28
"5619",2003-10-29,26,28
"5620",2003-10-30,23.7,27.1
"5621",2003-10-31,26.5,27.6
"5622",2003-11-01,26.4,27.1
"5623",2003-11-02,25.7,27.1
"5624",2003-11-03,25.6,27.3
"5625",2003-11-04,27.5,27.4
"5626",2003-11-05,27.5,27.4
"5627",2003-11-06,27.4,27.4
"5628",2003-11-07,24.7,26.9
"5629",2003-11-08,27.2,27.1
"5630",2003-11-09,27.2,27.1
"5631",2003-11-10,27.2,26.9
"5632",2003-11-11,26.4,27.2
"5633",2003-11-12,26.6,27.8
"5634",2003-11-13,25,27.6
"5635",2003-11-14,22.2,27.5
"5636",2003-11-15,24,26.9
"5637",2003-11-16,25,27.2
"5638",2003-11-17,25.9,27.1
"5639",2003-11-18,25.6,26.6
"5640",2003-11-19,26.5,27.7
"5641",2003-11-20,17.8,26.4
"5642",2003-11-21,22.3,26.6
"5643",2003-11-22,24.4,26.8
"5644",2003-11-23,24.7,26.8
"5645",2003-11-24,24.7,26.7
"5646",2003-11-25,24.8,27.1
"5647",2003-11-26,24.3,26.4
"5648",2003-11-27,25.1,26.8
"5649",2003-11-28,25.4,26.5
"5650",2003-11-29,16,25.9
"5651",2003-11-30,21.6,24.6
"5652",2003-12-01,20.5,26.1
"5653",2003-12-02,17.6,25.3
"5654",2003-12-03,22.9,25.4
"5655",2003-12-05,24.7,25.6
"5656",2003-12-06,18.1,25.5
"5657",2003-12-07,11.5,24.7
"5658",2003-12-08,17.2,24.8
"5659",2003-12-09,22.8,25
"5660",2003-12-10,24.3,25.2
"5661",2003-12-11,20,24.7
"5662",2003-12-12,16.9,24.5
"5663",2003-12-13,22.6,24.5
"5664",2003-12-14,25.2,24.5
"5665",2003-12-15,15.5,23.9
"5666",2003-12-16,23.6,24.1
"5667",2003-12-17,24.7,24.2
"5668",2003-12-18,10,22.7
"5669",2003-12-19,16,22.9
"5670",2003-12-20,14.3,23.3
"5671",2003-12-21,11.5,21
"5672",2003-12-22,17.8,22.9
"5673",2003-12-23,22.7,22.2
"5674",2003-12-24,23.6,23.2
"5675",2003-12-25,15.7,22.9
"5676",2003-12-26,18.2,23.2
"5677",2003-12-27,18.6,24.1
"5678",2003-12-28,21.3,23.9
"5679",2003-12-29,22.4,23.3
"5680",2003-12-30,23.6,24.1
"5681",2003-12-31,24.6,23.7
"5682",2004-01-01,23.8,24.3
"5683",2004-01-02,23.5,23.9
"5684",2004-01-03,23.8,24.8
"5685",2004-01-04,24,24.9
"5686",2004-01-05,23.7,24.4
"5687",2004-01-06,24.1,24.3
"5688",2004-01-07,17.9,24.5
"5689",2004-01-08,21.9,24.9
"5690",2004-01-09,22.3,25.4
"5691",2004-01-10,22,24.9
"5692",2004-01-11,11.4,23.6
"5693",2004-01-12,16.5,23.8
"5694",2004-01-13,18.1,23.7
"5695",2004-01-14,16.1,23.3
"5696",2004-01-15,16.7,23.9
"5697",2004-01-16,17,24.1
"5698",2004-01-17,22,23.7
"5699",2004-01-18,23.9,24.1
"5700",2004-01-19,22.2,23.7
"5701",2004-01-20,17.6,23.4
"5702",2004-01-21,15.5,23.1
"5703",2004-01-22,16.4,24.5
"5704",2004-01-23,14.8,23.6
"5705",2004-01-24,14.3,24.5
"5706",2004-01-25,20.8,23.6
"5707",2004-01-26,24,23.6
"5708",2004-01-27,24.6,23.5
"5709",2004-01-28,14.5,22.7
"5710",2004-01-29,19.5,22.4
"5711",2004-01-30,22.2,22.9
"5712",2004-01-31,20.5,22.7
"5713",2004-02-01,22,23
"5714",2004-02-02,20.5,22.9
"5715",2004-02-03,21.3,23.1
"5716",2004-02-04,23.5,23.1
"5717",2004-02-05,23.7,23.3
"5718",2004-02-06,24.4,24.4
"5719",2004-02-07,24.7,24.4
"5720",2004-02-08,13.4,23.4
"5721",2004-02-09,21.5,24
"5722",2004-02-10,23.7,24.2
"5723",2004-02-11,24.2,24
"5724",2004-02-12,24.3,24.4
"5725",2004-02-13,21.8,24.3
"5726",2004-02-14,24.3,24.7
"5727",2004-02-15,24.7,24.3
"5728",2004-02-16,17.5,23.2
"5729",2004-02-17,17.2,23
"5730",2004-02-18,11.7,22.1
"5731",2004-02-19,12.7,22.4
"5732",2004-02-20,22,23
"5733",2004-02-21,23.4,23.6
"5734",2004-02-22,21.6,23.6
"5735",2004-02-23,23.4,23.8
"5736",2004-02-24,24,23.9
"5737",2004-02-25,24,23.4
"5738",2004-02-26,23.3,23.1
"5739",2004-02-27,20,22.3
"5740",2004-02-28,10.8,21.6
"5741",2004-02-29,21.4,23.5
"5742",2004-03-01,22.3,24.4
"5743",2004-03-02,23,24
"5744",2004-03-03,23.6,24
"5745",2004-03-04,23.6,24.4
"5746",2004-03-05,23.9,24.2
"5747",2004-03-06,24.3,24.3
"5748",2004-03-07,23.7,24.3
"5749",2004-03-08,22.1,24.4
"5750",2004-03-09,16.8,23.5
"5751",2004-03-10,18.7,22.9
"5752",2004-03-11,17,22.7
"5753",2004-03-12,20.4,22.4
"5754",2004-03-13,22.2,22.9
"5755",2004-03-14,22.9,23
"5756",2004-03-15,24.1,23.2
"5757",2004-03-16,24.6,23.8
"5758",2004-03-17,23,24.3
"5759",2004-03-18,23.2,24.3
"5760",2004-03-19,23.4,24.7
"5761",2004-03-20,23.1,24.6
"5762",2004-03-21,23.4,24.6
"5763",2004-03-22,21.2,25
"5764",2004-03-23,21.9,24.8
"5765",2004-03-24,21.7,24.6
"5766",2004-03-25,22.4,24.2
"5767",2004-03-26,22.5,23.7
"5768",2004-03-27,22.7,24.1
"5769",2004-03-28,22.4,24.1
"5770",2004-03-29,22.8,24.1
"5771",2004-03-30,18.9,23.5
"5772",2004-03-31,21.1,24.3
"5773",2004-04-01,22.7,24.3
"5774",2004-04-02,16.6,23.7
"5775",2004-04-03,18.4,23.7
"5776",2004-04-04,20.2,24
"5777",2004-04-05,18.5,23.8
"5778",2004-04-06,20.1,24
"5779",2004-04-07,22.9,24
"5780",2004-04-08,23.9,24.3
"5781",2004-04-09,24.3,24.3
"5782",2004-04-10,24.8,24.4
"5783",2004-04-11,24.7,25.1
"5784",2004-04-12,25.6,25.1
"5785",2004-04-13,24,25
"5786",2004-04-14,18.3,24.4
"5787",2004-04-15,15.7,23.3
"5788",2004-04-16,19,23
"5789",2004-04-17,22.2,22.9
"5790",2004-04-18,22.4,23.2
"5791",2004-04-19,22.9,23.6
"5792",2004-04-20,22.8,23.1
"5793",2004-04-21,22.7,23.2
"5794",2004-04-22,23.7,23.8
"5795",2004-04-23,24.1,24
"5796",2004-04-24,24,24.4
"5797",2004-04-25,24.1,24.4
"5798",2004-04-26,24.4,24.1
"5799",2004-04-27,25.1,24.4
"5800",2004-04-28,24.2,25.2
"5801",2004-04-29,25.3,25.6
"5802",2004-04-30,25.5,26
"5803",2004-05-01,25.6,26.1
"5804",2004-05-02,25.7,26.1
"5805",2004-05-03,25.8,25.8
"5806",2004-05-04,23.7,25.9
"5807",2004-05-05,25.2,26.2
"5808",2004-05-06,23.3,25.8
"5809",2004-05-07,24,25.5
"5810",2004-05-08,24.6,25.4
"5811",2004-05-09,24.8,25.7
"5812",2004-05-10,24.9,25.5
"5813",2004-05-11,24.9,25.7
"5814",2004-05-12,24.8,25.6
"5815",2004-05-13,24.8,25.7
"5816",2004-05-14,24.9,25.7
"5817",2004-05-15,25,25.8
"5818",2004-05-16,25.3,25.9
"5819",2004-05-17,25.4,26
"5820",2004-05-18,25.1,25.9
"5821",2004-05-19,25.1,26.1
"5822",2004-05-20,25.1,26.1
"5823",2004-05-21,25.3,26.1
"5824",2004-05-22,25.3,26.3
"5825",2004-05-23,25.3,26.3
"5826",2004-05-24,25,26.2
"5827",2004-05-25,25.5,26.4
"5828",2004-05-26,25.5,26.3
"5829",2004-05-27,25.5,26.5
"5830",2004-05-28,25.9,26.9
"5831",2004-05-29,26.2,26.9
"5832",2004-05-30,26.6,26.8
"5833",2004-05-31,26.9,27
"5834",2004-06-01,27.2,26.8
"5835",2004-06-02,27.7,27.5
"5836",2004-06-03,27.8,27.3
"5837",2004-06-04,27.7,28.3
"5838",2004-06-05,27.7,28.5
"5839",2004-06-06,28.3,28.8
"5840",2004-06-07,27.4,28.8
"5841",2004-06-08,27.7,28.4
"5842",2004-06-09,26.5,28.3
"5843",2004-06-10,28,28.5
"5844",2004-06-11,27.9,28.2
"5845",2004-06-12,28.1,28.5
"5846",2004-06-13,28,28.7
"5847",2004-06-14,28.4,29.1
"5848",2004-06-15,28.5,29.1
"5849",2004-06-16,28.3,29
"5850",2004-06-17,27.6,29
"5851",2004-06-18,27.9,28.9
"5852",2004-06-19,28.4,29
"5853",2004-06-20,28.5,29.1
"5854",2004-06-21,28.4,29.3
"5855",2004-06-22,28.9,29.4
"5856",2004-06-23,28.9,29.5
"5857",2004-06-24,28.9,29.4
"5858",2004-06-25,28.8,29.6
"5859",2004-06-26,28.9,29.7
"5860",2004-06-27,28.5,29.7
"5861",2004-06-28,28.6,29.7
"5862",2004-06-29,28.4,29.7
"5863",2004-06-30,26.6,29.6
"5864",2004-07-01,28.3,29.5
"5865",2004-07-02,28.5,29.4
"5866",2004-07-03,28.3,29.4
"5867",2004-07-04,28.6,29.5
"5868",2004-07-05,28.7,29.4
"5869",2004-07-06,28.7,29.3
"5870",2004-07-07,28.6,29.4
"5871",2004-07-08,28.7,29.6
"5872",2004-07-09,28.9,29.7
"5873",2004-07-10,28.9,29.8
"5874",2004-07-11,28.7,29.8
"5875",2004-07-12,28.5,29.4
"5876",2004-07-13,28.5,29.5
"5877",2004-07-14,28.5,29.6
"5878",2004-07-15,28.8,29.8
"5879",2004-07-16,28.6,29.7
"5880",2004-07-17,28.4,29.8
"5881",2004-07-18,28.5,29.4
"5882",2004-07-19,28.9,29.6
"5883",2004-07-20,28.1,29.4
"5884",2004-07-21,28.2,29.3
"5885",2004-07-22,27.4,29.8
"5886",2004-07-23,29.1,30
"5887",2004-07-24,28.4,30
"5888",2004-07-25,28.7,30.2
"5889",2004-07-26,28.5,30.2
"5890",2004-07-27,27.9,30
"5891",2004-07-28,27.7,30.3
"5892",2004-07-29,27,30
"5893",2004-07-30,27.7,29.8
"5894",2004-07-31,28.2,29.8
"5895",2004-08-01,28.1,29.8
"5896",2004-08-02,27.5,29.9
"5897",2004-08-03,28.8,30
"5898",2004-08-04,28.1,29.7
"5899",2004-08-05,28.9,29.7
"5900",2004-08-06,28.8,29.9
"5901",2004-08-07,27.6,29.7
"5902",2004-08-08,28.6,29.1
"5903",2004-08-09,29.1,29.8
"5904",2004-08-10,29.2,29.9
"5905",2004-08-11,29.4,30.2
"5906",2004-08-12,29.3,30.2
"5907",2004-08-13,29.7,30
"5908",2004-08-14,29.5,29.8
"5909",2004-08-15,28.7,29.7
"5910",2004-08-16,28.6,29.7
"5911",2004-08-17,29.2,30.1
"5912",2004-08-18,28.8,29.9
"5913",2004-08-19,29.3,29.9
"5914",2004-08-20,28.8,30
"5915",2004-08-21,28.7,30
"5916",2004-08-22,28.6,30.1
"5917",2004-08-23,28.6,30.2
"5918",2004-08-24,28.6,30.1
"5919",2004-08-25,29,30.3
"5920",2004-08-26,29.1,30.3
"5921",2004-08-27,28.8,30.6
"5922",2004-08-28,28.6,30.6
"5923",2004-08-29,29.3,30.6
"5924",2004-08-30,29.4,30.7
"5925",2004-08-31,28.8,30.7
"5926",2004-09-01,29,30.5
"5927",2004-09-02,29.5,30.2
"5928",2004-09-03,27.4,30
"5929",2004-09-04,27.2,29.5
"5930",2004-09-05,26.8,29.2
"5931",2004-09-06,29.1,28.6
"5932",2004-09-07,28.5,29.4
"5933",2004-09-08,28.2,29.6
"5934",2004-09-09,28.7,29.7
"5935",2004-09-10,28.4,29.5
"5936",2004-09-11,28.4,29.7
"5937",2004-09-12,28.6,29.6
"5938",2004-09-13,28.7,29.6
"5939",2004-09-14,26.8,29.6
"5940",2004-09-15,28.4,29.6
"5941",2004-09-16,28.5,29.6
"5942",2004-09-17,28.4,29.5
"5943",2004-09-18,27.8,29.8
"5944",2004-09-19,27.8,29.7
"5945",2004-09-20,25.8,29.5
"5946",2004-09-21,26.7,29.1
"5947",2004-09-22,26.7,29.2
"5948",2004-09-23,27.6,28.8
"5949",2004-09-24,25.2,28.6
"5950",2004-09-25,24.5,28.8
"5951",2004-09-26,27,28.6
"5952",2004-09-27,28.2,28.5
"5953",2004-09-28,27.9,28.4
"5954",2004-09-29,28,28.3
"5955",2004-09-30,27.9,28.2
"5956",2004-10-01,27.8,28.1
"5957",2004-10-02,27.6,28.4
"5958",2004-10-03,27.5,28.4
"5959",2004-10-04,27.5,28.5
"5960",2004-10-05,27.5,28.5
"5961",2004-10-06,27.7,28.3
"5962",2004-10-07,27.4,28.3
"5963",2004-10-08,27.2,27.5
"5964",2004-10-09,26.6,27.5
"5965",2004-10-10,26.9,28
"5966",2004-10-11,26.9,27.9
"5967",2004-10-12,27.1,27.9
"5968",2004-10-13,25.4,27.8
"5969",2004-10-14,25.7,27.8
"5970",2004-10-15,27.9,28
"5971",2004-10-16,21,27.6
"5972",2004-10-17,26.3,27.6
"5973",2004-10-18,26.9,27.7
"5974",2004-10-19,27.5,27.8
"5975",2004-10-20,27.5,28
"5976",2004-10-21,25.5,28
"5977",2004-10-22,24.9,27.9
"5978",2004-10-23,24.8,27.7
"5979",2004-10-24,25.4,27.5
"5980",2004-10-25,25,27.7
"5981",2004-10-26,23.9,27.6
"5982",2004-10-27,25.7,27.4
"5983",2004-10-28,25.4,27.3
"5984",2004-10-29,25.6,26.9
"5985",2004-10-30,25.5,27.2
"5986",2004-10-31,26.1,27.6
"5987",2004-11-01,26.6,27.4
"5988",2004-11-02,26.3,27.5
"5989",2004-11-03,26.7,27.7
"5990",2004-11-04,26.3,27.7
"5991",2004-11-05,26.4,27.8
"5992",2004-11-06,21.7,27.6
"5993",2004-11-07,22.7,27.2
"5994",2004-11-08,22.7,27.1
"5995",2004-11-09,21.9,26.9
"5996",2004-11-10,25,26.8
"5997",2004-11-11,24.7,26.6
"5998",2004-11-12,24.9,26.7
"5999",2004-11-13,25.2,26.8
"6000",2004-11-14,25.2,26.6
"6001",2004-11-15,24.4,25.2
"6002",2004-11-16,24.2,26.2
"6003",2004-11-17,23.7,26.5
"6004",2004-11-18,23.6,26.4
"6005",2004-11-19,24.1,26.5
"6006",2004-11-20,24.3,26.7
"6007",2004-11-21,24.9,26.5
"6008",2004-11-22,24.5,25.9
"6009",2004-11-23,24.7,26.2
"6010",2004-11-24,25.6,26.1
"6011",2004-11-25,26.5,26.2
"6012",2004-11-26,17.6,25.4
"6013",2004-11-27,22.2,26
"6014",2004-11-28,24,26.1
"6015",2004-11-29,21.8,26
"6016",2004-11-30,24.1,26.1
"6017",2004-12-01,24.4,26.1
"6018",2004-12-02,24,25.9
"6019",2004-12-03,20.8,25.8
"6020",2004-12-04,22.4,25.7
"6021",2004-12-05,23.1,25.3
"6022",2004-12-06,24.8,25.7
"6023",2004-12-07,25,25.7
"6024",2004-12-08,25.3,25.5
"6025",2004-12-09,25.4,25.5
"6026",2004-12-10,25.7,25.5
"6027",2004-12-11,23,25.2
"6028",2004-12-12,15.1,24.3
"6029",2004-12-13,17.3,25.1
"6030",2004-12-14,19.3,24.8
"6031",2004-12-15,10.4,22.8
"6032",2004-12-16,14.7,22.8
"6033",2004-12-17,22.6,24.5
"6034",2004-12-18,18.7,23.6
"6035",2004-12-19,18,23.7
"6036",2004-12-20,16.3,23.8
"6037",2004-12-21,19.4,22.4
"6038",2004-12-22,22.2,23.5
"6039",2004-12-23,24.3,24.1
"6040",2004-12-24,24.1,23.9
"6041",2004-12-25,20.5,23.8
"6042",2004-12-26,20.6,23.7
"6043",2004-12-27,11.3,22.1
"6044",2004-12-28,21.1,22.5
"6045",2004-12-29,21.4,21.7
"6046",2004-12-30,21.5,23.6
"6047",2004-12-31,22.7,24
"6048",2005-01-01,23.2,23.9
"6049",2005-01-02,22.7,23.6
"6050",2005-01-03,22.5,23.2
"6051",2005-01-04,22.9,23.6
"6052",2005-01-05,22.9,23.8
"6053",2005-01-06,23.6,23.9
"6054",2005-01-07,24,24
"6055",2005-01-08,23.6,24.4
"6056",2005-01-09,24.2,24.1
"6057",2005-01-10,23.2,24
"6058",2005-01-11,23.4,23.7
"6059",2005-01-12,23.4,23.8
"6060",2005-01-13,24.5,24
"6061",2005-01-14,24.8,24.2
"6062",2005-01-15,19.5,23.9
"6063",2005-01-16,18.8,24.1
"6064",2005-01-17,12.5,22.1
"6065",2005-01-18,12,22.1
"6066",2005-01-19,14.5,23.7
"6067",2005-01-20,13.1,23.6
"6068",2005-01-21,17.4,23.4
"6069",2005-01-22,18.5,23.5
"6070",2005-01-23,20.1,23.3
"6071",2005-01-24,8.6,22.3
"6072",2005-01-25,13.5,22.7
"6073",2005-01-26,15.4,22.8
"6074",2005-01-27,17.5,23.1
"6075",2005-01-28,18.4,23.4
"6076",2005-01-29,20.7,23
"6077",2005-01-30,21.6,22.7
"6078",2005-01-31,18.6,22.8
"6079",2005-02-01,20.7,21
"6080",2005-02-02,21.2,22
"6081",2005-02-03,21.8,22.3
"6082",2005-02-04,20.6,22.7
"6083",2005-02-05,13.6,21.5
"6084",2005-02-06,17.1,23.1
"6085",2005-02-07,21.7,23.2
"6086",2005-02-08,20.6,23.5
"6087",2005-02-09,21.7,23.7
"6088",2005-02-10,20,23.7
"6089",2005-02-11,10.8,21.7
"6090",2005-02-12,11.7,22.3
"6091",2005-02-13,17,23.2
"6092",2005-02-14,21.6,23.1
"6093",2005-02-15,22.2,22.8
"6094",2005-02-16,22,22.7
"6095",2005-02-17,20.4,22.7
"6096",2005-02-18,18.6,22.6
"6097",2005-02-19,18.6,22.8
"6098",2005-02-20,21.2,23
"6099",2005-02-21,22,23.8
"6100",2005-02-22,22.4,23.4
"6101",2005-02-23,21,23.7
"6102",2005-02-24,23.4,23.7
"6103",2005-02-25,23.9,23.4
"6104",2005-02-26,20.3,22.9
"6105",2005-02-27,24.1,23.3
"6106",2005-02-28,24.1,23.3
"6107",2005-03-01,18.1,22.8
"6108",2005-03-02,16.4,22.2
"6109",2005-03-03,18.7,21.9
"6110",2005-03-04,19.9,22.2
"6111",2005-03-05,17.4,22.2
"6112",2005-03-06,16.3,22.3
"6113",2005-03-07,19.9,22.6
"6114",2005-03-08,23.3,22.5
"6115",2005-03-09,18.5,22.4
"6116",2005-03-10,13.3,22.1
"6117",2005-03-11,17.3,22.4
"6118",2005-03-12,20,22.2
"6119",2005-03-13,19.9,22.3
"6120",2005-03-14,23.2,22.7
"6121",2005-03-15,22.1,23
"6122",2005-03-16,24.1,22.6
"6123",2005-03-17,24.5,22.8
"6124",2005-03-18,20.6,22.7
"6125",2005-03-19,16.9,22.9
"6126",2005-03-20,21,22.7
"6127",2005-03-21,23.5,22.9
"6128",2005-03-22,24.3,23.4
"6129",2005-03-23,24.3,23.6
"6130",2005-03-24,24.5,23.8
"6131",2005-03-25,24.6,24.1
"6132",2005-03-26,24.8,23.8
"6133",2005-03-27,25,24.3
"6134",2005-03-28,25.3,24.7
"6135",2005-03-29,19.9,23.6
"6136",2005-03-30,21,23.7
"6137",2005-03-31,24.5,24.4
"6138",2005-04-01,24.5,24.6
"6139",2005-04-02,25.2,24.9
"6140",2005-04-03,16.3,23.3
"6141",2005-04-04,18.6,23.2
"6142",2005-04-05,21.8,23.1
"6143",2005-04-06,22.8,23.4
"6144",2005-04-07,24,23.5
"6145",2005-04-08,23.6,23.5
"6146",2005-04-09,21.3,23.5
"6147",2005-04-10,21.6,23.4
"6148",2005-04-11,22.8,23.7
"6149",2005-04-12,23.5,23.8
"6150",2005-04-13,24.5,24.1
"6151",2005-04-14,21.8,23.4
"6152",2005-04-15,17.9,23.3
"6153",2005-04-16,18.6,23.8
"6154",2005-04-17,16.8,23.3
"6155",2005-04-18,22.9,24
"6156",2005-04-19,22.1,24.2
"6157",2005-04-20,22.7,24.4
"6158",2005-04-21,22.9,24.5
"6159",2005-04-22,21.8,24.4
"6160",2005-04-23,22.6,24.9
"6161",2005-04-24,20,24.4
"6162",2005-04-25,16.3,23.7
"6163",2005-04-26,24.4,24.6
"6164",2005-04-27,25.1,24.6
"6165",2005-04-28,24.3,24.3
"6166",2005-04-29,23.9,24.6
"6167",2005-04-30,24.3,25
"6168",2005-05-01,25,25
"6169",2005-05-02,25.2,24.5
"6170",2005-05-03,24.8,24.8
"6171",2005-05-04,25.9,25.5
"6172",2005-05-05,25.8,25.7
"6173",2005-05-06,25.1,25.1
"6174",2005-05-07,22.8,25.5
"6175",2005-05-08,23.7,24.6
"6176",2005-05-09,23.5,24.7
"6177",2005-05-10,23.6,24.9
"6178",2005-05-11,24.2,25
"6179",2005-05-12,24.5,25.2
"6180",2005-05-13,24,25.1
"6181",2005-05-14,24.5,25.2
"6182",2005-05-15,24.5,25.2
"6183",2005-05-16,25.1,25.4
"6184",2005-05-17,25.3,25.7
"6185",2005-05-18,25.6,25.8
"6186",2005-05-19,25.4,25.8
"6187",2005-05-20,25.2,26.1
"6188",2005-05-21,24.7,26.2
"6189",2005-05-22,24.5,26.1
"6190",2005-05-23,25.1,25.8
"6191",2005-05-24,25.1,25.8
"6192",2005-05-25,26,25.9
"6193",2005-05-26,26.1,26.2
"6194",2005-05-27,26.5,26.7
"6195",2005-05-28,27.5,27.3
"6196",2005-05-29,26.9,27.5
"6197",2005-05-30,27.9,27.8
"6198",2005-05-31,27.9,28.2
"6199",2005-06-01,28.2,28.8
"6200",2005-06-02,27.8,28.2
"6201",2005-06-03,27.5,27.9
"6202",2005-06-04,26.2,27
"6203",2005-06-05,27.2,27.5
"6204",2005-06-06,27.7,27.6
"6205",2005-06-07,27.5,27.9
"6206",2005-06-08,27.7,27.9
"6207",2005-06-09,28,28.1
"6208",2005-06-10,26.4,27.9
"6209",2005-06-11,27.4,27.5
"6210",2005-06-12,27.1,27.7
"6211",2005-06-13,27.3,27.9
"6212",2005-06-14,27.6,28.2
"6213",2005-06-15,27.7,28.2
"6214",2005-06-16,28.3,28.3
"6215",2005-06-17,27.7,28.3
"6216",2005-06-18,28.1,28.1
"6217",2005-06-19,27.9,28.4
"6218",2005-06-20,28,28.5
"6219",2005-06-21,26.7,27.8
"6220",2005-06-22,28.3,28
"6221",2005-06-23,27.3,27.9
"6222",2005-06-24,27.1,27.8
"6223",2005-06-25,27.6,28.2
"6224",2005-06-26,27.8,28.3
"6225",2005-06-27,28,28.4
"6226",2005-06-28,28.2,28.4
"6227",2005-06-29,28.2,28.3
"6228",2005-06-30,28.1,28.4
"6229",2005-07-01,28,28.5
"6230",2005-07-02,28.3,28.6
"6231",2005-07-03,28.6,29
"6232",2005-07-04,29,29.2
