"","date","ATMP","WTMP"
"1997",1993-06-23,27.7,28.1
"1998",1993-06-24,28,28.1
"1999",1993-06-25,27.8,28
"2000",1993-06-26,26.8,28
"2001",1993-06-27,27.8,28.2
"2002",1993-06-28,28,28.7
"2003",1993-06-29,27.9,28.7
"2004",1993-06-30,27.9,28.8
"2005",1993-07-01,27.3,28.7
"2006",1993-07-02,28,29.2
"2007",1993-07-03,28.1,28.9
"2008",1993-07-04,28.8,29.2
"2009",1993-07-05,28.5,29.2
"2010",1993-07-06,28.5,29.3
"2011",1993-07-07,28.5,29.5
"2012",1993-07-08,28.3,29.7
"2013",1993-07-09,28.8,29.2
"2014",1993-07-10,28.7,29.5
"2015",1993-07-11,28.1,29.4
"2016",1993-07-12,28.3,29.2
"2017",1993-07-14,27.4,29.1
"2018",1993-07-15,28.2,29.1
"2019",1993-07-16,27.9,29
"2020",1993-07-17,28.2,29
"2021",1993-07-18,28.4,29.3
"2022",1993-07-19,28.4,29.2
"2023",1993-07-20,28.9,29.9
"2024",1993-07-21,28.3,29.8
"2025",1993-07-22,28.7,29.9
"2026",1993-07-23,29.3,30.1
"2027",1993-07-24,29.4,30.6
"2028",1993-07-25,29.1,30
"2029",1993-07-26,28,29.8
"2030",1993-07-27,28.5,29.8
"2031",1993-07-28,29,29.9
"2032",1993-07-29,29.4,30.2
"2033",1993-07-30,30,30.2
"2034",1993-07-31,29.9,30.3
"2035",1993-08-01,29,30.2
"2036",1993-08-02,29.4,30.2
"2037",1993-08-03,29.8,30.3
"2038",1993-08-04,29.8,30.4
"2039",1993-08-05,29.1,30.3
"2040",1993-08-06,28.7,30.2
"2041",1993-08-07,28.8,30.1
"2042",1993-08-08,26.7,29.9
"2043",1993-08-09,28.9,30
"2044",1993-08-10,28.5,29.9
"2045",1993-08-11,27.5,29.8
"2046",1993-08-12,28.8,29.8
"2047",1993-08-13,29,29.8
"2048",1993-08-14,29.3,30
"2049",1993-08-15,28.9,30.2
"2050",1993-08-16,29.3,29.9
"2051",1993-08-17,25.4,30
"2052",1993-08-18,28.2,30.2
"2053",1993-08-19,28.8,30.3
"2054",1993-08-20,28.8,30.6
"2055",1993-08-21,28.5,30.5
"2056",1993-08-22,28.2,30.1
"2057",1993-08-23,28.9,30.2
"2058",1993-08-24,28.7,30.4
"2059",1993-08-25,27.9,30.4
"2060",1993-08-26,26.9,30.1
"2061",1993-08-27,27.2,30.3
"2062",1993-08-28,28.3,30
"2063",1993-08-29,27.3,30.5
"2064",1993-08-30,26.8,29.9
"2065",1993-08-31,28,29.8
"2066",1993-09-01,28.4,29.7
"2067",1993-09-02,28.9,29.8
"2068",1993-09-03,28.7,29.3
"2069",1993-09-04,27.8,29.6
"2070",1993-09-05,28.6,29.5
"2071",1993-09-06,28.3,29.8
"2072",1993-09-07,28.9,29.7
"2073",1993-09-08,28.4,30
"2074",1993-09-09,28.8,29.9
"2075",1993-09-10,29.3,30
"2076",1993-09-11,29.4,30.2
"2077",1993-09-12,28.4,30.3
"2078",1993-09-13,29.1,30.1
"2079",1993-09-14,29,30.1
"2080",1993-09-15,28.9,29.9
"2081",1993-09-16,28.9,29.7
"2082",1993-09-17,28.8,29.8
"2083",1993-09-18,28.8,29.8
"2084",1993-09-19,28.7,29.7
"2085",1993-09-20,28.6,29.8
"2086",1993-09-21,28.6,29.8
"2087",1993-09-22,28.6,29.8
"2088",1993-09-23,28.6,29.5
"2089",1993-09-24,28.4,29.4
"2090",1993-09-25,27.8,29.5
"2091",1993-09-26,28.7,29.4
"2092",1993-09-27,26.8,29.6
"2093",1993-09-28,28.3,29.1
"2094",1993-09-29,25.3,29.1
"2095",1993-09-30,25,28.1
"2096",1993-10-01,27,27.7
"2097",1993-10-02,25,28.5
"2098",1993-10-03,26.7,28.4
"2099",1993-10-04,25.1,28
"2100",1993-10-05,25.8,28.3
"2101",1993-10-06,28.1,28.4
"2102",1993-10-07,28.2,28.1
"2103",1993-10-08,27.8,28.5
"2104",1993-10-09,27.2,28.4
"2105",1993-10-10,27.3,28.2
"2106",1993-10-11,26.2,28
"2107",1993-10-12,25.6,28
"2108",1993-10-13,26.3,28.1
"2109",1993-10-14,27.9,28.2
"2110",1993-10-15,27.6,27.9
"2111",1993-10-16,24.5,27.8
"2112",1993-10-17,26.5,27.5
"2113",1993-10-18,26,27.7
"2114",1993-10-19,27.7,27.9
"2115",1993-10-20,28.1,27.9
"2116",1993-10-21,27.9,28
"2117",1993-10-22,27.6,28
"2118",1993-10-23,27.7,28.1
"2119",1993-10-24,27.6,28.1
"2120",1993-10-25,26.2,28
"2121",1993-10-26,27.4,28
"2122",1993-10-27,25.1,27.8
"2123",1993-10-28,26.1,27.8
"2124",1993-10-29,26,28.1
"2125",1993-10-30,28.2,28.3
"2126",1993-10-31,25.7,28
"2127",1993-11-01,15,25.9
"2128",1993-11-02,17.3,26.7
"2129",1993-11-03,22.1,27
"2130",1993-11-04,22.7,26.9
"2131",1993-11-05,25.9,27
"2132",1993-11-06,26.5,27
"2133",1993-11-07,26.1,26.8
"2134",1993-11-08,26.5,26.6
"2135",1993-11-09,26.8,26.9
"2136",1993-11-10,26.8,26.8
"2137",1993-11-11,22.3,26.8
"2138",1993-11-12,25.9,26.5
"2139",1993-11-13,26.8,26.6
"2140",1993-11-14,26.7,26.6
"2141",1993-11-15,26.7,26.6
"2142",1993-11-16,26.3,26.5
"2143",1993-11-17,26.7,26.6
"2144",1993-11-18,26.4,26.7
"2145",1993-11-19,25.9,26.6
"2146",1993-11-20,23.8,26.6
"2147",1993-11-21,23.4,26.1
"2148",1993-11-22,25.2,26.4
"2149",1993-11-23,21.7,26
"2150",1993-11-24,20.1,26.2
"2151",1993-11-25,21.1,25.6
"2152",1993-11-26,23.1,26.2
"2153",1993-11-27,25.8,26.3
"2154",1993-11-28,24.2,26.3
"2155",1993-11-29,16.7,25.5
"2156",1993-11-30,18.5,26.2
"2157",1993-12-01,25,25.5
"2158",1993-12-02,24.6,25.5
"2159",1993-12-03,24.3,24.7
"2160",1993-12-05,22.5,26
"2161",1993-12-06,17.3,25.9
"2162",1993-12-07,19.6,25.4
"2163",1993-12-08,24.4,25
"2164",1993-12-09,22.2,25
"2165",1993-12-10,24,25.5
"2166",1993-12-11,22.4,25.6
"2167",1993-12-12,11.5,24.8
"2168",1993-12-13,16.9,24.5
"2169",1993-12-14,23.5,24.9
"2170",1993-12-15,21,24.8
"2171",1993-12-16,15,24.4
"2172",1993-12-17,14.2,24.2
"2173",1993-12-18,19.4,24.5
"2174",1993-12-19,19.5,24.4
"2175",1993-12-20,24,24.2
"2176",1993-12-21,22.8,24.4
"2177",1993-12-22,16,24
"2178",1993-12-23,24.9,24.3
"2179",1993-12-24,17.4,23.9
"2180",1993-12-25,14.2,24
"2181",1993-12-26,12.9,24.1
"2182",1993-12-27,20.3,23.4
"2183",1993-12-28,23.3,23.9
"2184",1993-12-29,23.3,24.2
"2185",1993-12-30,20.6,24.1
"2186",1993-12-31,18.1,24.8
"2187",1994-01-01,24.2,25.1
"2188",1994-01-02,25.3,25
"2189",1994-01-03,22.3,24.5
"2190",1994-01-04,19.7,23.7
"2191",1994-01-05,14.4,23
"2192",1994-01-06,19.7,23.1
"2193",1994-01-07,23.1,23.2
"2194",1994-01-08,23.9,23.2
"2195",1994-01-09,15.9,23.1
"2196",1994-01-10,23.1,23
"2197",1994-01-11,22.9,24
"2198",1994-01-12,24.2,23.9
"2199",1994-01-13,21.3,23.6
"2200",1994-01-14,19.9,23.7
"2201",1994-01-15,14.1,21.9
"2202",1994-01-16,20.6,23.2
"2203",1994-01-17,22.2,23.3
"2204",1994-01-18,23.8,23.4
"2205",1994-01-19,17.6,22.3
"2206",1994-01-20,21.2,21.9
"2207",1994-01-21,19.1,21.1
"2208",1994-01-22,21.3,20.7
"2209",1994-01-23,20.7,22.8
"2210",1994-01-24,21.8,23.1
"2211",1994-01-25,22.7,23.8
"2212",1994-01-26,23.2,23.9
"2213",1994-01-27,23.6,23.5
"2214",1994-01-28,24.8,24.4
"2215",1994-01-29,24.6,24.2
"2216",1994-01-30,24.6,24.7
"2217",1994-01-31,25,24.8
"2218",1994-02-01,17.9,24.2
"2219",1994-02-02,17,23.5
"2220",1994-02-03,14.3,22.6
"2221",1994-02-04,22.4,24.2
"2222",1994-02-05,22.8,24.3
"2223",1994-02-06,21.8,24.5
"2224",1994-02-07,22.6,24.3
"2225",1994-02-08,23.7,24.3
"2226",1994-02-09,24.5,24.6
"2227",1994-02-10,24.9,24.6
"2228",1994-02-11,25.2,24.5
"2229",1994-02-12,25,24.8
"2230",1994-02-13,24.6,25.2
"2231",1994-02-14,20.5,24.7
"2232",1994-02-15,22.6,24.7
"2233",1994-02-16,23.6,24.6
"2234",1994-02-17,20.5,24.7
"2235",1994-02-18,19.4,23.7
"2236",1994-02-19,23.2,22.6
"2237",1994-02-20,24.1,24.4
"2238",1994-02-21,23.9,24.6
"2239",1994-02-22,23.9,24.7
"2240",1994-02-23,24.5,24.7
"2241",1994-02-24,25.5,25.3
"2242",1994-02-25,25.2,25.1
"2243",1994-02-26,24.1,25.3
"2244",1994-02-27,21.8,24.8
"2245",1994-02-28,23.4,25
"2246",1994-03-01,23.5,25.3
"2247",1994-03-02,24.9,25.1
"2248",1994-03-03,20.5,24.5
"2249",1994-03-04,15.2,22.4
"2250",1994-03-05,18.6,21.8
"2251",1994-03-06,17.9,23
"2252",1994-03-07,22.6,23.3
"2253",1994-03-08,22.8,23.5
"2254",1994-03-09,23.4,23.7
"2255",1994-03-10,24.2,23.4
"2256",1994-03-11,15.8,23.7
"2257",1994-03-12,19.7,23.6
"2258",1994-03-13,21.8,23.9
"2259",1994-03-14,20.9,24.2
"2260",1994-03-15,16.6,23.3
"2261",1994-03-16,18.7,23.3
"2262",1994-03-17,19.1,22.8
"2263",1994-03-18,22.1,22.9
"2264",1994-03-19,23.7,23.5
"2265",1994-03-20,24.8,24.3
"2266",1994-03-21,23.3,24.8
"2267",1994-03-22,24.7,25.2
"2268",1994-03-23,24.2,24.7
"2269",1994-03-24,25.2,24.2
"2270",1994-03-25,25.4,24.4
"2271",1994-03-26,25.3,25
"2272",1994-03-27,25.9,25.3
"2273",1994-03-28,26.1,25.2
"2274",1994-03-29,25.9,25.5
"2275",1994-03-30,22.6,24.9
"2276",1994-03-31,23.1,24.7
"2277",1994-04-01,19.1,24.4
"2278",1994-04-02,21,24.2
"2279",1994-04-03,24.8,24.6
"2280",1994-04-04,20.6,25
"2281",1994-04-05,22.5,25
"2282",1994-04-06,25.4,24.4
"2283",1994-04-07,25.1,24.2
"2284",1994-04-08,24.9,24.4
"2285",1994-04-09,24.9,24.5
"2286",1994-04-10,24.5,24.1
"2287",1994-04-11,25.1,24.3
"2288",1994-04-12,25.1,25
"2289",1994-04-13,25.2,24.8
"2290",1994-04-14,25.7,24.9
"2291",1994-04-15,25.4,25.5
"2292",1994-04-16,25.6,25.6
"2293",1994-04-17,25.3,25.6
"2294",1994-04-18,25.6,25.5
"2295",1994-04-19,25.7,25.6
"2296",1994-04-20,25.9,25.7
"2297",1994-04-21,25.8,25.5
"2298",1994-04-22,26.1,25.7
"2299",1994-04-23,24,25.7
"2300",1994-04-24,25.6,25.9
"2301",1994-04-25,24.9,26.2
"2302",1994-04-26,26.2,26
"2303",1994-04-27,25,26.8
"2304",1994-04-28,25.6,26.4
"2305",1994-04-29,24.5,26
"2306",1994-04-30,25.8,25.7
"2307",1994-05-01,25.9,25.9
"2308",1994-05-02,26.3,26.1
"2309",1994-05-03,26.9,26.6
"2310",1994-05-04,27.2,27
"2311",1994-05-05,24.6,27.2
"2312",1994-05-06,26.5,26.9
"2313",1994-05-07,26.1,26.9
"2314",1994-05-08,25.5,27.1
"2315",1994-05-09,26.2,27.2
"2316",1994-05-10,26.6,27.1
"2317",1994-05-11,26.5,27.3
"2318",1994-05-12,26.9,27.2
"2319",1994-05-13,26.9,28
"2320",1994-05-14,26.7,28.2
"2321",1994-05-15,26.7,27.5
"2322",1994-05-16,27.2,27.7
"2323",1994-05-17,27.6,27.7
"2324",1994-05-18,26.4,27.6
"2325",1994-05-19,26,27.6
"2326",1994-05-20,24.3,27.4
"2327",1994-05-21,21.4,27
"2328",1994-05-22,20.9,27
"2329",1994-05-23,23.6,27.2
"2330",1994-05-24,26,27.3
"2331",1994-05-25,26,27.5
"2332",1994-05-26,26.8,27.1
"2333",1994-05-27,27.2,27.1
"2334",1994-05-28,25.8,27.1
"2335",1994-05-29,26.7,27.5
"2336",1994-05-30,24.3,27.7
"2337",1994-05-31,27.2,27.9
"2338",1994-06-01,27.3,28
"2339",1994-06-02,27.8,27.8
"2340",1994-06-03,27.9,27.7
"2341",1994-06-04,27.2,27.8
"2342",1994-06-05,27.3,27.7
"2343",1994-06-06,27.6,28.1
"2344",1994-06-07,27.9,28
"2345",1994-06-08,28.2,28.3
"2346",1994-06-09,28.1,28
"2347",1994-06-10,28.3,28.7
"2348",1994-06-11,27.6,28
"2349",1994-06-12,28,28.1
"2350",1994-06-13,28.3,29
"2351",1994-06-14,28.4,29.2
"2352",1994-06-15,28.4,28.8
"2353",1994-06-16,28,28.9
"2354",1994-06-17,28.1,29
"2355",1994-06-18,28.1,28.5
"2356",1994-06-19,28.3,28.4
"2357",1994-06-20,27.9,28.6
"2358",1994-06-21,28.1,28.7
"2359",1994-06-22,28.1,28.8
"2360",1994-06-23,28.4,28.9
"2361",1994-06-24,29,29.3
"2362",1994-06-25,28.5,29.3
"2363",1994-06-26,29.1,29.4
"2364",1994-06-27,28.7,29.3
"2365",1994-06-28,27.8,29.2
"2366",1994-06-29,28.2,29.1
"2367",1994-06-30,28.3,29
"2368",1994-07-01,27.4,29
"2369",1994-07-02,28.2,28.9
"2370",1994-07-03,28,28.8
"2371",1994-07-04,28.1,28.5
"2372",1994-07-05,28.3,28.7
"2373",1994-07-06,28.1,28.7
"2374",1994-07-07,28,28.6
"2375",1994-07-08,28.2,28.8
"2376",1994-07-09,28,28.6
"2377",1994-07-10,28,28.6
"2378",1994-07-11,28,28.7
"2379",1994-07-12,28.1,28.6
"2380",1994-07-13,28,28.7
"2381",1994-07-14,28.3,28.6
"2382",1994-07-15,28.2,28.7
"2383",1994-07-16,28.3,28.6
"2384",1994-07-17,28.5,28.6
"2385",1994-07-18,28.3,28.5
"2386",1994-07-19,27.7,29
"2387",1994-07-20,27.7,29.5
"2388",1994-07-21,27.3,29.4
"2389",1994-07-22,26.7,29
"2390",1994-07-23,28.2,29
"2391",1994-07-24,28.6,29
"2392",1994-07-25,28.7,29.2
"2393",1994-07-26,28.6,29.4
"2394",1994-07-27,28.9,29.4
"2395",1994-07-28,28.7,29.4
"2396",1994-07-29,27.7,29.4
"2397",1994-07-30,28.7,29.4
"2398",1994-07-31,28.8,29.5
"2399",1994-08-01,28.4,29.4
"2400",1994-08-02,28.5,29.3
"2401",1994-08-03,28.2,29.4
"2402",1994-08-04,28.4,29.4
"2403",1994-08-05,28.5,29.6
"2404",1994-08-06,29.6,29.8
"2405",1994-08-07,28.6,29.7
"2406",1994-08-08,28.3,29.8
"2407",1994-08-09,28.6,30
"2408",1994-08-10,28.2,30
"2409",1994-08-11,28.7,29.6
"2410",1994-08-12,23.3,29.3
"2411",1994-08-13,28,29.1
"2412",1994-08-14,26.9,29.1
"2413",1994-08-15,28.6,29.1
"2414",1994-08-16,28.3,29.1
"2415",1994-08-17,28.5,29.2
"2416",1994-08-18,28,29.5
"2417",1994-08-19,28.6,29.2
"2418",1994-08-20,28.5,29.4
"2419",1994-08-21,28.6,29.4
"2420",1994-08-22,28.7,29.4
"2421",1994-08-23,28.5,29.4
"2422",1994-08-24,28.1,29.4
"2423",1994-08-25,25.7,28.9
"2424",1994-08-26,28.7,29.1
"2425",1994-08-27,28.3,29.1
"2426",1994-08-28,28.1,29.1
"2427",1994-08-29,27.2,28.9
"2428",1994-08-30,28.1,28.8
"2429",1994-08-31,28.1,29.1
"2430",1994-09-01,28.8,28.7
"2431",1994-09-02,28.4,29.2
"2432",1994-09-03,28.5,29.3
"2433",1994-09-04,28.2,29.3
"2434",1994-09-05,28.7,29.4
"2435",1994-09-06,28.7,29.6
"2436",1994-09-07,29,29.7
"2437",1994-09-08,28.9,29.7
"2438",1994-09-09,28.7,29.2
"2439",1994-09-10,28.3,29.2
"2440",1994-09-11,28.6,29.2
"2441",1994-09-12,28.8,29.5
"2442",1994-09-13,27.8,29.1
"2443",1994-09-14,26.5,28.9
"2444",1994-09-15,30.2,28.7
"2445",1994-09-16,29.1,28.6
"2446",1994-09-17,28.7,28.9
"2447",1994-09-18,28.6,29.1
"2448",1994-09-19,28.3,29
"2449",1994-09-20,28.2,28.9
"2450",1994-09-21,27.4,28.8
"2451",1994-09-22,26.9,29
"2452",1994-09-23,28.1,28.9
"2453",1994-09-24,28.4,28.7
"2454",1994-09-25,25.5,28.9
"2455",1994-09-26,28.6,28.8
"2456",1994-09-27,28.5,28.8
"2457",1994-09-28,26.8,29
"2458",1994-09-29,25.6,28.4
"2459",1994-09-30,27.3,28.3
"2460",1994-10-01,26.2,27.9
"2461",1994-10-02,28.4,28
"2462",1994-10-03,27.9,28.1
"2463",1994-10-04,27.6,28.1
"2464",1994-10-05,26.2,28.1
"2465",1994-10-06,26.5,28
"2466",1994-10-07,27.4,28.2
"2467",1994-10-08,27.8,28.3
"2468",1994-10-09,27.1,28.4
"2469",1994-10-10,27.6,28.5
"2470",1994-10-11,27.3,28.6
"2471",1994-10-12,27.7,28.6
"2472",1994-10-13,27.4,28.6
"2473",1994-10-14,27.3,28.4
"2474",1994-10-15,26.2,28.5
"2475",1994-10-16,22.9,28.1
"2476",1994-10-17,26,27.9
"2477",1994-10-18,25.8,27.6
"2478",1994-10-19,26.1,27.4
"2479",1994-10-20,26.2,27
"2480",1994-10-21,26.1,27.2
"2481",1994-10-22,26.2,27.4
"2482",1994-10-23,26.5,27.3
"2483",1994-10-24,25,27.3
"2484",1994-10-25,24.9,26.8
"2485",1994-10-26,25.3,26.9
"2486",1994-10-27,26.1,27.3
"2487",1994-10-28,23.2,27.2
"2488",1994-10-29,27.4,27.2
"2489",1994-10-30,27.6,27.4
"2490",1994-10-31,23.7,27.4
"2491",1994-11-01,26.4,27.3
"2492",1994-11-02,24,27.4
"2493",1994-11-03,27,27.2
"2494",1994-11-04,26.5,26.9
"2495",1994-11-06,25,27
"2496",1994-11-07,25.1,26.9
"2497",1994-11-08,26.5,27.1
"2498",1994-11-09,26.8,27.1
"2499",1994-11-10,26.7,27.2
"2500",1994-11-11,26.6,27.4
"2501",1994-11-12,24.2,27.2
"2502",1994-11-13,25.4,26.7
"2503",1994-11-14,23.6,26.5
"2504",1994-11-15,26.7,26.4
"2505",1994-11-16,27.3,27.1
"2506",1994-11-17,23.9,26.6
"2507",1994-11-18,20.6,26.3
"2508",1994-11-19,20.7,26.2
"2509",1994-11-20,22.4,25.5
"2510",1994-11-21,24.2,25.9
"2511",1994-11-22,24.5,26.2
"2512",1994-11-23,24.2,26.3
"2513",1994-11-24,20.3,25.9
"2514",1994-11-25,24.2,25.7
"2515",1994-11-26,22.5,26
"2516",1994-11-27,25,26.1
"2517",1994-11-29,26.1,26.4
"2518",1994-11-30,26.1,26.3
"2519",1994-12-01,26.1,26.3
"2520",1994-12-02,24.9,26.3
"2521",1994-12-03,26.2,26.6
"2522",1994-12-04,26.7,26.7
"2523",1994-12-05,27,26.8
"2524",1994-12-06,24.4,26.7
"2525",1994-12-08,24.4,26.8
"2526",1994-12-10,25.8,26.6
"2527",1994-12-11,25.7,26.6
"2528",1994-12-12,19.3,26.3
"2529",1994-12-13,22.1,26.3
"2530",1994-12-14,19.4,25.9
"2531",1994-12-15,18.4,25.5
"2532",1994-12-16,20.7,25.4
"2533",1994-12-17,24.5,25.7
"2534",1994-12-18,23,25.7
"2535",1994-12-19,20.2,25.7
"2536",1994-12-20,23.5,24.9
"2537",1994-12-21,22.7,25.3
"2538",1994-12-22,18.5,24.8
"2539",1994-12-23,17.8,24.3
"2540",1994-12-24,17,24.2
"2541",1994-12-25,16,24.1
"2542",1994-12-26,17.8,24.3
"2543",1994-12-27,14.6,22
"2544",1994-12-28,17.7,23.6
"2545",1994-12-29,23.4,24.1
"2546",1994-12-30,23.6,25
"2547",1994-12-31,23.6,24.8
"2548",1995-01-01,24.3,25.1
"2549",1995-01-02,22,25
"2550",1995-01-03,24.1,24.9
"2551",1995-01-04,22.7,24.9
"2552",1995-01-05,19.1,24.2
"2553",1995-01-06,24,24.1
"2554",1995-01-07,24.9,24.5
"2555",1995-01-08,18.8,24.2
"2556",1995-01-09,16.7,23.3
"2557",1995-01-10,17.4,21.9
"2558",1995-01-11,22.4,23.7
"2559",1995-01-12,22.9,23.6
"2560",1995-01-13,23.3,24.3
"2561",1995-01-14,25,24.3
"2562",1995-01-15,20.7,23.9
"2563",1995-01-16,19.5,23.5
"2564",1995-01-17,15.6,23.4
"2565",1995-01-18,18.2,23.4
"2566",1995-01-19,22.1,23.5
"2567",1995-01-20,18.1,23.4
"2568",1995-01-21,16.7,23.2
"2569",1995-01-22,14.8,22.6
"2570",1995-01-23,21.8,22.8
"2571",1995-01-24,13.8,22.4
"2572",1995-01-25,12.4,19.9
"2573",1995-01-26,14.1,22.4
"2574",1995-01-27,17.7,22.5
"2575",1995-01-28,22.3,22.6
"2576",1995-01-29,23.4,22.5
"2577",1995-01-30,20.9,22.8
"2578",1995-01-31,14.4,22.6
"2579",1995-02-01,13.2,22.3
"2580",1995-02-02,16.9,22.6
"2581",1995-02-03,17.5,22.5
"2582",1995-02-04,21.8,22.6
"2583",1995-02-05,12.6,20
"2584",1995-02-06,18.3,22
"2585",1995-02-07,16,21.5
"2586",1995-02-08,21,22.1
"2587",1995-02-09,7.4,19.7
"2588",1995-02-10,17.9,21.4
"2589",1995-02-11,22.8,21.9
"2590",1995-02-12,22.9,22
"2591",1995-02-13,22.4,22
"2592",1995-02-14,22.2,22.2
"2593",1995-02-15,23.4,22.6
"2594",1995-02-16,23.5,22.5
"2595",1995-02-17,24,23.3
"2596",1995-02-18,24,23.9
"2597",1995-02-19,24.6,23.7
"2598",1995-02-20,24.1,24.1
"2599",1995-02-21,17,23.2
"2600",1995-02-22,15.2,21.9
"2601",1995-02-23,20.9,21.9
"2602",1995-02-24,20.5,22.2
"2603",1995-02-25,17.8,22
"2604",1995-02-26,22.7,22.1
"2605",1995-02-27,22.9,22.5
"2606",1995-02-28,23.3,22.5
"2607",1995-03-01,24.1,23.2
"2608",1995-03-02,21.1,22.8
"2609",1995-03-03,17.5,22.5
"2610",1995-03-04,21.3,23
"2611",1995-03-05,23.1,23
"2612",1995-03-06,23.5,23.2
"2613",1995-03-07,23.9,23.5
"2614",1995-03-08,23.7,23.8
"2615",1995-03-09,20.8,23.6
"2616",1995-03-10,16.8,22.8
"2617",1995-03-11,21.2,22.8
"2618",1995-03-12,22.2,23
"2619",1995-03-13,21.9,23.7
"2620",1995-03-14,22.4,24.1
"2621",1995-03-15,22.1,24.2
"2622",1995-03-16,22.6,24
"2623",1995-03-17,24,24.4
"2624",1995-03-18,23.8,24.7
"2625",1995-03-19,20.3,24
"2626",1995-03-20,19.1,23.6
"2627",1995-03-21,21.7,23.6
"2628",1995-03-22,21.8,24.2
"2629",1995-03-23,23.8,24.2
"2630",1995-03-24,23.5,24.5
"2631",1995-03-25,21.9,24.4
"2632",1995-03-26,23.2,24.8
"2633",1995-03-27,22.9,24.3
"2634",1995-03-28,23.4,24.7
"2635",1995-03-30,25.5,26.1
"2636",1995-03-31,25.4,26
"2637",1995-04-01,25.5,26.1
"2638",1995-04-02,23.5,26.1
"2639",1995-04-03,21.2,25.3
"2640",1995-04-04,23.1,25.5
"2641",1995-04-05,24.8,25.3
"2642",1995-04-06,25.8,25.4
"2643",1995-04-07,25.2,25.3
"2644",1995-04-08,25.5,25.6
"2645",1995-04-09,23.6,25.6
"2646",1995-04-10,25.3,25.7
"2647",1995-04-11,25.5,26
"2648",1995-04-12,24.4,26
"2649",1995-04-13,26.4,25.8
"2650",1995-04-14,21.2,25.6
"2651",1995-04-15,25,26
"2652",1995-04-16,25.1,25.8
"2653",1995-04-17,25.3,26.1
"2654",1995-04-18,25.5,26
"2655",1995-04-19,25.4,25.9
"2656",1995-04-20,25,26.3
"2657",1995-04-21,25.7,26.1
"2658",1995-04-22,25.3,25.8
"2659",1995-04-23,25,25.9
"2660",1995-04-24,25.7,25.5
"2661",1995-04-25,26.1,25.2
"2662",1995-04-26,25.5,25.7
"2663",1995-04-28,26.5,26.4
"2664",1995-04-29,24.9,26.1
"2665",1995-04-30,24,25.8
"2666",1995-05-01,25.6,25.7
"2667",1995-05-02,26.2,26
"2668",1995-05-03,26.2,26.5
"2669",1995-05-04,27.1,27
"2670",1995-05-05,25.5,26.6
"2671",1995-05-06,25.6,26.3
"2672",1995-05-07,26.7,26.7
"2673",1995-05-08,26.6,27.1
"2674",1995-05-09,25.4,27.1
"2675",1995-05-10,26.4,26.6
"2676",1995-05-11,26.6,26.5
"2677",1995-05-12,26.8,26.6
"2678",1995-05-13,26.9,26.8
"2679",1995-05-14,27.1,27.3
"2680",1995-05-15,26.8,27.7
"2681",1995-05-16,27.7,27.7
"2682",1995-05-18,28,28.2
"2683",1995-05-19,28.1,28.3
"2684",1995-05-20,28.1,28.5
"2685",1995-05-22,25.4,28.6
"2686",1995-05-24,27.1,28.3
"2687",1995-05-25,27.4,28.3
"2688",1995-05-26,27.7,28.4
"2689",1995-05-27,27.6,28.4
"2690",1995-05-28,27.5,28.4
"2691",1995-05-29,26.8,28.3
"2692",1995-05-30,27.3,28.1
"2693",1995-05-31,27.5,28.2
"2694",1995-06-01,27.8,28.4
"2695",1995-06-02,26,28.6
"2696",1995-06-03,27.2,28.3
"2697",1995-06-04,28,28.2
"2698",1995-06-05,27.7,27.9
"2699",1995-06-06,27.6,27.9
"2700",1995-06-07,27.6,28.1
"2701",1995-06-08,28.3,28.2
"2702",1995-06-09,28,28.4
"2703",1995-06-10,28.3,28.6
"2704",1995-06-11,28.6,28.9
"2705",1995-06-12,28.3,28.5
"2706",1995-06-13,28.4,28.5
"2707",1995-06-14,24.5,28.4
"2708",1995-06-15,27,28.6
"2709",1995-06-16,28.2,28.6
"2710",1995-06-17,26.9,28.2
"2711",1995-06-18,27.3,28.4
"2712",1995-06-19,26.2,28
"2713",1995-06-20,27.1,28.2
"2714",1995-06-21,26.1,27.7
"2715",1995-06-22,27.4,27.9
"2716",1995-06-23,27.4,27.8
"2717",1995-06-24,28,27.8
"2718",1995-06-25,27.3,28.3
"2719",1995-06-26,28.3,28.3
"2720",1995-06-27,28.4,29.2
"2721",1995-06-28,27.5,28.3
"2722",1995-06-29,27.9,28.1
"2723",1995-06-30,28.2,28.9
"2724",1995-07-01,28.1,29
"2725",1995-07-02,28.5,28.7
"2726",1995-07-03,29.1,29.3
"2727",1995-07-04,28.9,29.8
"2728",1995-07-05,29.2,30
"2729",1995-07-06,28.9,29.9
"2730",1995-07-07,28.8,29.4
"2731",1995-07-08,28.8,29.3
"2732",1995-07-09,28.7,29.2
"2733",1995-07-10,28.7,29.4
"2734",1995-07-11,28.9,29.9
"2735",1995-07-12,27,29.7
"2736",1995-07-13,28.1,29.4
"2737",1995-07-14,29.1,29.4
"2738",1995-07-15,29,29.5
"2739",1995-07-16,28.8,29.5
"2740",1995-07-17,28.1,29.8
"2741",1995-07-18,28.7,29.6
"2742",1995-07-19,28.8,29.3
"2743",1995-07-20,27.4,29.4
"2744",1995-07-21,29.2,29.4
"2745",1995-07-22,29.4,29.8
"2746",1995-07-23,29,29.7
"2747",1995-07-24,29.2,30
"2748",1995-07-25,28.2,29.7
"2749",1995-07-26,29,29.6
